F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,file,emotion
32.86744,0.048521236,31.309135,32.587845,34.094315,2.7851791,11.689671,1.2377295,16.593296,3.1343298,0.66958463,1.2213211,0.048053876,0.27408463,1.2791553,1.2311014,10.310016,7.5776362,16.49984,10.721929,0.43382657,1.5196735,8.267861,2.747825,6.795769,2.0193753,22.701796,1.2614543,-4.7658296,-4.7644854,0.014297915,0.83622885,1.14431,0.61665547,5.0537457,0.6226277,9.788639,1.1592865,13.501346,1.0265315,428.8107,0.38037238,936.8282,0.25481987,-112.62748,-0.8596797,1649.7205,0.10917037,507.87262,0.77992326,-121.620155,-0.6935617,2562.4932,0.07792511,1148.6509,0.6578689,-114.622314,-0.8070846,-7.3492036,-1.4463209,9.923659,1.2081388,0.06597559,0.36449653,-0.043027546,-0.2242435,0.98200744,0.703464,24.082293,0.6180118,-3.3855803,-2.9285405,49.337627,0.4016503,-18.985756,-1.3775337,-0.35120365,5.9712605,0.031021174,-0.0027432935,0.01912376,2.2727273,1.2048193,0.37,0.0,0.21499999,0.065,-25.343376,C:/proje/ser_proje/dataset\Angry\1234_kz_serin.wav,Angry
35.652836,0.022842072,34.936523,35.713314,36.446545,1.5100212,21.297005,9.752496,12.981034,6.514007,0.9207136,1.2399741,0.055608705,0.33153164,1.9206163,1.8650075,11.543736,6.319629,13.581154,4.9201407,0.59638345,1.5459988,5.0718555,3.2789054,11.375156,1.0712131,27.32079,1.0533745,-17.668022,-1.4598308,0.013107568,0.7352049,0.9955477,0.6789935,7.088608,0.5618403,16.67161,0.5894258,10.844412,0.7688071,472.3758,0.4185821,838.0778,0.24937132,-134.31195,-0.6529829,1730.4755,0.14650065,568.7313,0.70043963,-112.51834,-0.74426717,2722.951,0.07740469,734.3027,0.51873803,-101.92367,-0.9242598,-5.9062133,-1.8262864,8.706544,1.226126,0.08256509,0.2619,-0.03986411,-0.13406497,1.2263268,0.8211918,12.907467,0.9884006,8.340185,1.6534477,51.36378,0.31405273,-39.318516,-0.38999853,-1.0089927,6.5901413,0.059542026,-0.004343334,0.021108186,2.1276596,1.1494253,0.44,0.0,0.19999999,0.06,-23.303713,C:/proje/ser_proje/dataset\Angry\1234_kz_sevgi.wav,Angry
35.916454,0.005564808,35.67661,35.94388,36.14556,0.46895218,6.977769,2.0529985,15.821123,3.0501842,0.61350733,1.0570711,0.051246114,0.34091258,1.2523195,1.2010733,10.575301,8.2360115,14.784537,6.104825,0.31820676,1.4816856,-1.4099284,-15.883026,13.36459,0.705594,14.356731,1.7885275,-7.122982,-3.148058,0.013881103,0.6325475,1.0045353,0.70621794,8.516089,0.42271495,20.624437,0.36230618,18.587957,0.3527466,457.1429,0.3981224,920.8496,0.30745238,-155.13782,-0.51627743,1684.6066,0.19635381,910.4934,0.49981007,-144.98811,-0.5363338,2636.7249,0.14685754,843.65765,0.34981287,-141.00148,-0.5934318,-9.337119,-1.1375697,12.346533,0.9370103,0.073336296,0.45201564,-0.028410075,-0.3294072,0.8910888,0.5280004,16.940174,1.2189912,10.130781,1.0048168,47.834538,0.3259236,-30.818508,-0.63969326,3.6541636,1.9148674,0.051836982,-0.0056684166,0.06705029,3.4482758,1.2195122,0.26,0.0,0.265,0.024999999,-25.589092,C:/proje/ser_proje/dataset\Angry\1234_kz_simit.wav,Angry
33.451244,0.029016504,32.604134,32.96591,34.067204,1.4630699,3.0072646,0.0,11.613329,0.0,0.61970055,1.2298635,0.050633937,0.21205789,1.3189241,1.2682902,13.914057,8.288567,5.884982,8.90387,0.41188827,1.4828892,15.262245,1.5013522,4.8110514,2.1687999,3.0783043,2.6155524,-25.602879,-1.0977751,0.014115739,0.96378684,1.1260811,0.60130906,7.7395544,0.3560221,-4.722517,-1.1972615,18.56793,0.47394952,547.4337,0.40104693,1199.0668,0.18925545,-110.37922,-0.8644227,1404.0105,0.210223,984.12805,0.36691594,-108.157814,-0.85804,2780.5898,0.082264684,462.47546,0.63083416,-115.44315,-0.7379516,-11.289367,-0.6810173,23.054956,0.4180186,0.047113903,0.8859664,-0.027918143,-0.82528144,0.85859954,0.75693905,33.32112,0.3565598,-0.48347577,-25.830734,-0.51540667,-12.497897,-46.993046,-0.5875592,1.7910246,5.193597,0.032136425,-0.003244388,0.022112554,2.1739132,1.1494253,0.42,0.0,0.21,0.08,-25.427713,C:/proje/ser_proje/dataset\Angry\1234_kz_soba.wav,Angry
36.11381,0.033127584,35.31705,35.641586,37.632298,2.3152466,12.27878,7.765158,18.90905,12.896943,0.5868319,1.2421527,0.04951678,0.30325577,1.0189908,0.96947396,10.685898,8.667242,15.129521,8.417871,0.41063705,1.4525465,6.3566136,3.041279,10.047413,0.738419,14.12834,1.0295448,-10.479654,-1.3462789,0.030134778,0.6817455,1.5982392,0.7549491,7.374394,0.3873894,16.946207,0.37159058,19.879143,0.53182656,499.77777,0.49433738,988.4348,0.321174,-159.8412,-0.47209552,1591.7185,0.21400061,655.0061,0.39240202,-135.71976,-0.609107,2611.0435,0.119284965,496.3666,0.5962587,-135.14879,-0.6197982,-10.01392,-1.1231397,14.441441,0.8399359,0.07191147,0.30672362,-0.016035983,-0.6299099,1.09247,0.49929696,15.563749,1.1391268,9.415727,1.1182505,29.364641,0.31573778,-20.453741,-0.8184991,0.21214008,6.7284813,0.053872872,-0.00051604334,0.05007828,2.4096386,1.2820513,0.28,0.0,0.235,0.005,-25.753948,C:/proje/ser_proje/dataset\Angry\1234_kz_sucuk.wav,Angry
34.0476,0.028201059,33.67151,33.82117,34.677505,1.0059967,53.437103,32.293644,29.678213,7.7001314,0.8782941,1.2442462,0.053675678,0.35428238,1.6733361,1.6196605,26.863373,12.934376,3.162972,9.913588,0.60543716,1.4419053,13.197337,0.683084,-6.6900544,-2.0151832,-1.1132948,-5.859495,-17.972176,-1.1042211,0.034834117,0.83304495,2.2467997,0.7337338,2.2804115,1.7115306,-2.746861,-2.0475948,7.349279,0.60953707,495.9149,0.31641498,990.8338,0.19232756,-100.61438,-0.9126035,1444.7767,0.14616321,872.17377,0.4149079,-84.198685,-1.0998834,2742.5408,0.060619377,492.8263,0.9844398,-91.379555,-0.9527596,-2.5078323,-1.2556539,13.495098,0.50197697,0.045639634,0.60184294,0.00023383267,50.007404,1.0396541,0.9314236,17.477926,0.3859314,-14.014878,-0.97959375,-2.298351,-2.6682205,-29.251318,-0.69841534,-2.9616778,11.876614,0.053426206,-0.002350532,0.08419149,2.3529413,1.2658229,0.47,0.0,0.145,0.024999999,-25.912924,C:/proje/ser_proje/dataset\Angry\1234_kz_tahta.wav,Angry
35.901154,0.010817988,35.68028,35.71703,36.25649,0.57621,10.640543,6.542662,12.583903,9.787913,1.1012923,1.1331515,0.0508274,0.5072164,2.1055775,2.05475,21.74463,18.435104,12.615565,3.104638,0.5923065,1.3341433,16.323946,0.63536406,-6.4394364,-2.6228292,19.423302,0.51044095,-15.205041,-1.1252702,0.012739308,1.0704018,1.1599389,0.76143646,7.1640787,0.5619055,7.156555,1.2163503,9.879455,0.73619086,457.5216,0.38779303,1000.05786,0.18799214,-109.24582,-0.89256626,1544.7114,0.13070862,617.7747,0.3044107,-96.77259,-0.9453981,2605.4028,0.08941967,741.3699,0.8143647,-96.050606,-0.9578518,-6.6786375,-0.94440746,13.154903,0.6274632,0.081829995,0.1924808,-0.018950883,-0.84425443,1.0703818,0.7742124,22.75063,0.4297584,-19.386818,-0.6754474,25.180431,0.35975194,-27.447567,-0.520381,-7.060172,13.682357,0.054377742,-0.008620058,0.0689369,2.1505377,1.1363636,0.48,0.0,0.185,0.024999999,-24.830032,C:/proje/ser_proje/dataset\Angry\1234_kz_tembel.wav,Angry
34.01204,0.031817317,33.03386,33.804398,35.049698,2.0158386,23.796732,10.096984,18.31546,5.184219,0.82487994,1.0924063,0.05554352,0.43674946,1.4510978,1.3955543,21.825287,18.208763,16.901493,6.5901647,0.6835638,1.3050972,12.49279,1.0389656,12.459813,0.8436277,11.014594,1.3966942,-7.6581206,-2.2493756,0.030979393,1.035972,1.5526375,0.5619894,5.2058687,0.515052,4.0934544,1.4232891,21.415014,0.44059354,476.11713,0.4088346,1019.0814,0.23621646,-105.14323,-0.8591919,1497.0485,0.17783436,621.42267,0.31279668,-98.27864,-0.84307444,2754.4556,0.09291572,580.211,0.87947905,-100.76446,-0.8021402,-8.606034,-0.8928193,13.808148,0.7975431,0.058235712,0.44675827,-0.02445859,-0.40438834,1.2153591,0.79716575,17.816551,0.70934474,11.708848,1.1916424,12.904727,1.4921039,-16.850754,-1.1312516,-6.3259816,12.680754,0.04611534,-0.0070819794,0.14470874,3.529412,3.896104,0.13666667,0.09177266,0.09333333,0.05312459,-24.568018,C:/proje/ser_proje/dataset\Angry\1234_kz_tirtil.wav,Angry
36.063572,0.19545622,32.8859,33.15878,36.12912,3.2432213,159.30962,111.55405,113.27124,0.0,1.0035248,1.1387668,0.048512015,0.2945064,2.516284,2.467772,7.592032,3.7054703,16.706244,6.7357373,0.62335443,1.4020545,13.73116,0.9336116,-0.655286,-17.32461,26.65584,0.69257325,-10.770008,-1.8483306,0.0149717,1.4692662,1.529613,0.92284316,6.613206,0.7687922,0.0077069155,1411.4805,6.199222,1.7657862,478.94788,0.44698134,966.9513,0.38990793,-101.39586,-0.90278286,1593.8467,0.12426392,470.5602,0.7130852,-88.943306,-0.9333858,2587.573,0.10032453,575.03534,0.3872885,-78.7358,-1.125954,-4.9603376,-1.9896121,9.435706,1.2313405,0.061225764,0.6063264,-0.036384247,-0.4859425,1.0131,0.9245502,17.319225,0.77301395,-7.491474,-1.2993416,38.20226,0.39024827,-20.011095,-0.99742657,-7.204077,14.358887,0.044764396,-0.0058595743,0.053655606,2.5974026,1.388889,0.45999998,0.0,0.114999995,0.015,-24.194216,C:/proje/ser_proje/dataset\Angry\1234_kz_turev.wav,Angry
35.542877,0.020074887,34.809757,35.449646,36.15671,1.3469543,0.81481934,0.0,5.519856,0.0,0.77017677,1.0731101,0.047791194,0.21386272,1.6674237,1.6196325,14.479691,10.694622,4.265597,5.7127314,0.34672776,1.218651,17.720226,0.6732582,2.9119046,2.6825438,32.53156,0.65805936,-12.141163,-1.4193546,0.010182983,1.2710232,0.78040427,0.80888486,10.22037,0.26520708,13.460131,0.35910347,17.649494,0.23693797,431.3618,0.3737712,987.81903,0.21155949,-119.220535,-0.78969777,1560.7864,0.112633206,388.51437,0.4823604,-91.51972,-0.877228,2592.3262,0.05972994,667.71124,0.9838791,-88.455,-0.93427396,-12.285348,-0.43218037,18.188578,0.41556245,0.06069404,0.56828487,-0.025710668,-0.43134144,0.5778011,0.70934665,25.124071,0.28387192,-0.9688723,-6.375554,46.237198,0.3654402,-21.635912,-0.7449763,-7.6354494,15.450972,0.046670716,-0.00043175108,0.008143741,3.5714288,1.2658229,0.5,0.0,0.13,0.01,-24.16351,C:/proje/ser_proje/dataset\Angry\1234_kz_unlu.wav,Angry
42.341564,0.22974996,35.60433,37.171265,56.959656,21.355328,226.52666,74.53845,94.12196,0.0,0.9003142,0.98011726,0.049043857,0.63702255,1.7016543,1.6526104,12.7080345,7.704117,12.171521,3.011025,0.7033186,1.0409522,8.872297,2.620025,6.5041685,2.7114496,14.273139,0.750178,-19.074383,-1.0284644,0.047654763,1.8001467,1.6106302,0.5891017,5.75762,0.85922885,14.179516,1.0064081,15.589938,1.5667992,640.4467,0.32431558,1061.033,0.25130972,-129.94237,-0.68180084,1790.017,0.21411507,914.74854,0.34403458,-100.092964,-0.8563561,2924.5742,0.11919483,711.1958,0.41745916,-97.11715,-0.8958348,-6.937342,-2.6692557,14.193451,1.3436164,0.07525156,0.43123147,-0.012701232,-1.8717117,1.0676959,0.6702332,17.631536,1.4960259,2.9008343,7.459441,15.670457,0.8215721,-30.048788,-0.64118695,1.9199904,2.9476924,0.04875252,-0.010691864,0.3346643,3.2608697,3.4482758,0.15333332,0.060184903,0.11,0.037416574,-25.146717,C:/proje/ser_proje/dataset\Angry\1234_kz_utanc.wav,Angry
35.74099,0.012069711,35.40704,35.81361,36.06217,0.6551285,12.225088,8.396594,12.906845,5.5957317,0.59604025,1.0618426,0.046876546,0.21834907,1.1931652,1.1462886,6.485579,5.1453648,8.993092,0.16342783,0.3459267,1.1477225,23.123184,0.6720325,16.418663,0.64018035,5.346242,0.91741514,-24.195883,-1.0416597,0.010168485,1.0729088,0.9936513,0.9731249,10.81952,0.22456716,14.72555,0.37356412,36.82119,0.14967826,456.75708,0.41788068,1246.2894,0.10278768,-130.33287,-0.6742438,1344.1387,0.25485873,1003.66254,0.46521202,-92.20304,-0.93716556,2752.1404,0.107267074,576.95825,0.5147339,-100.77339,-0.78505486,-19.124622,-0.3796214,28.251877,0.38145497,0.06776919,0.41162235,-0.034966197,-0.3907045,0.5987203,0.5943306,33.926685,0.29013303,21.24129,0.5204889,3.6624637,1.4123077,-39.456646,-0.5733621,-5.642325,13.830224,0.058890216,-0.0010505896,0.010034793,2.0408163,1.0869566,0.55,0.0,0.17,0.04,-25.060797,C:/proje/ser_proje/dataset\Angry\1234_kz_vurgu.wav,Angry
35.558098,0.016759152,34.92257,35.523193,35.982567,1.0599976,20.9991,10.578953,6.8883867,4.244403,0.8985584,1.1937767,0.050284903,0.40329537,1.7816619,1.731377,10.099364,4.605151,13.844206,3.064249,0.52392495,1.1623045,17.968838,0.7010494,4.9919887,2.9437022,12.730652,1.0484655,-14.421636,-1.5810943,0.015097593,1.3696406,1.174718,0.7922585,7.757004,0.41682455,10.949723,0.79292446,22.012926,0.3742166,492.68137,0.43649307,1096.7893,0.21054159,-102.70217,-0.91131556,1549.957,0.20518678,721.03467,0.35658914,-90.397865,-0.9633248,2778.5623,0.10450274,507.24414,0.6802079,-93.91301,-0.89936393,-10.235497,-0.8429814,17.015783,0.67099875,0.07240306,0.29527885,-0.012521441,-1.3483819,0.8748354,0.6822591,23.863163,0.4585325,0.2858274,57.98157,15.8973875,0.99270785,-28.914728,-0.68368214,-9.703472,18.657345,0.03716441,-0.0023591712,0.06714851,2.0408163,2.1505377,0.26999998,0.04,0.11333333,0.057348836,-25.172852,C:/proje/ser_proje/dataset\Angry\1234_kz_yanki.wav,Angry
34.960186,0.010964041,34.604397,34.847782,35.329117,0.72472,13.980352,6.3600006,9.22429,5.5299883,0.82999873,1.1833144,0.052495237,0.21689196,1.5299135,1.4774183,9.710188,6.3164024,30.144106,10.878237,0.4759766,1.2516358,17.47341,0.6166219,14.314728,0.9244423,15.682541,1.137668,-9.4806,-2.5955133,0.024565617,0.88613564,1.5157925,0.68126535,6.1137857,0.7992371,10.128917,0.709958,22.594599,0.2664773,563.0394,0.49478036,1045.6637,0.19725202,-85.30184,-1.018912,1630.7433,0.21391688,756.63336,0.3057146,-78.77155,-0.9987035,2891.977,0.09110631,491.52972,0.47090974,-81.71626,-0.94070417,-13.229765,-0.6448941,20.05549,0.58106256,0.06240974,0.5905694,-0.010419051,-1.3675976,0.7376155,0.81632537,20.63715,0.5686619,14.170556,1.1465256,16.833715,1.2993257,-18.670887,-1.417864,-13.053997,22.334417,0.018209081,-0.00080840685,0.009244088,2.1739132,1.1764706,0.59,0.0,0.114999995,0.015,-24.971703,C:/proje/ser_proje/dataset\Angry\1234_kz_yazim.wav,Angry
37.630123,0.18416244,32.988335,35.504704,37.119396,4.1310616,173.92992,0.0,8.331713,0.0,1.0051109,0.9242269,0.048776288,0.8028424,2.0840006,2.0352242,15.234042,5.56208,9.81784,6.172892,0.6973856,1.035155,23.53882,0.67700213,3.28057,4.009898,-5.43477,-4.1629286,-32.762405,-0.8638468,0.048227143,2.8470056,1.2003192,0.9723637,7.765653,0.530723,15.198197,0.83404416,33.908356,0.24789149,550.1675,0.33870143,1263.7816,0.16381338,-68.79262,-1.3995494,1511.7261,0.18968885,1056.584,0.45840222,-55.002014,-1.4789852,2889.2412,0.08794608,911.75464,0.47741064,-70.451935,-1.0155315,-5.7782345,-1.043063,23.032846,0.4506441,0.075037554,0.40581128,-0.0144234365,-1.4469789,1.0110761,0.662551,31.096601,0.42557225,3.2723258,4.651056,-6.2320137,-4.2259574,-44.61415,-0.5925613,-1.7053245,11.765005,0.046871975,0.0036636237,0.024742678,3.2608697,1.2048193,0.62,0.0,0.089999996,0.01,-21.792677,C:/proje/ser_proje/dataset\Angry\1234_kz_yigilmak.wav,Angry
35.30167,0.021139726,34.849834,35.156128,36.096523,1.2466888,23.225441,26.44198,14.12258,14.99147,0.80708486,1.1317812,0.04637742,0.19515383,2.0498385,2.0034611,5.522867,2.6933026,6.7287683,3.6530802,0.3903869,1.137101,14.7447195,0.82516605,8.503668,1.2257671,26.419394,0.75905085,-14.389361,-1.7766036,0.018643096,1.0179363,1.0624589,1.058138,8.73426,0.34093124,17.690578,0.19269146,19.05404,0.50909954,563.94354,0.5540637,1069.2955,0.30758032,-136.32457,-0.5708072,1668.1697,0.14076492,788.95624,0.36360443,-88.01109,-0.9180677,2723.6675,0.08815634,774.81177,0.55590326,-85.32039,-0.96670204,-10.194879,-0.67469573,15.004077,0.68274826,0.069040954,0.42648464,-0.01653304,-1.2113572,0.6313529,0.65320987,19.940025,0.5861931,8.215997,1.4570777,36.84775,0.5067057,-23.428959,-1.2382046,-8.172136,15.532791,0.04797186,0.0010275358,0.007910146,2.4096386,1.2820513,0.5,0.0,0.125,0.005,-25.081472,C:/proje/ser_proje/dataset\Angry\1234_kz_yigin.wav,Angry
35.88482,0.107890815,33.764397,34.283607,36.209194,2.4447975,137.9306,91.01019,37.92407,37.290638,0.7262752,1.1207867,0.053910363,0.33351427,1.3804436,1.3265332,6.6701026,3.548824,11.233655,6.411664,0.3912446,1.2004356,10.941493,1.2643983,15.817323,0.7584947,26.76384,0.8065994,-3.813839,-5.310291,0.05030944,1.5550054,2.177908,0.6876652,4.04381,1.4064928,14.310203,0.38286608,13.710465,1.0343288,484.6893,0.55342853,1087.175,0.20648603,-95.98582,-0.9271653,1717.3933,0.17125796,620.5133,0.4494305,-92.55344,-0.8455187,2739.0413,0.10038005,834.09247,0.4139957,-88.93146,-0.9117421,-11.171159,-1.0367771,16.096722,0.8512225,0.06181291,0.47732675,-0.033694886,-0.37967896,0.57646424,0.8281579,14.830192,0.9326993,16.804335,0.87146926,35.154236,0.5914216,-5.544613,-4.4177737,-6.672715,12.622138,0.060267355,-0.010253321,0.152248,1.8867925,3.0303032,0.19999999,0.11343133,0.103333324,0.023570225,-26.78272,C:/proje/ser_proje/dataset\Angry\1234_kz_zeytin.wav,Angry
35.290775,0.37005675,26.12281,31.875309,52.924255,26.801445,220.63081,132.80086,86.07541,70.96987,0.8111917,1.1600528,0.0010339657,0.40145302,1.6512908,1.6502568,20.13907,9.649673,11.69311,9.422268,0.5321708,1.328061,4.434053,3.8767571,-6.729183,-2.1981387,9.583794,1.223771,10.831619,1.6552764,0.13013962,1.8302706,2.0055623,0.46954605,-0.32004094,-14.669592,-3.1428132,-3.5958474,1.7838151,11.803005,889.41473,0.24536255,938.79083,0.34231728,-102.0578,-0.8906439,1914.2275,0.11941211,1086.3483,0.37765846,-87.28576,-1.072349,2893.164,0.105378695,919.81946,0.35983908,-90.89903,-0.99610794,-0.553301,-28.356247,13.058825,1.0277658,0.042081308,1.3366433,0.007870538,2.078027,0.8185072,0.8214129,9.920426,1.9482108,-8.426687,-1.902059,14.035851,0.818087,15.000337,1.3269699,9.293003,6.9032693,0.09400943,0.021016477,0.38835996,2.9411764,2.0618558,0.285,0.105,0.11666667,0.028674418,-27.852018,C:/proje/ser_proje/dataset\Angry\1358_kz_acik.wav,Angry
27.684025,0.08446702,26.018948,27.880733,28.874239,2.8552914,37.78881,0.9919413,30.394619,1.3498964,0.8840848,0.95114774,0.0010339657,0.57494456,1.8306366,1.8296026,16.776987,7.795282,0.4651227,4.6413946,0.44520035,0.9705665,22.613506,0.6666546,-3.2714307,-4.071162,13.868595,0.7835657,1.5781645,17.321838,0.017737295,1.106616,0.95279086,0.7085134,5.178702,0.6888817,5.1744103,1.2116858,13.282354,2.5698955,870.60254,0.26978183,1036.362,0.22750612,-65.54371,-1.2413194,1949.4766,0.16710785,781.7461,0.24540754,-67.67801,-1.1907701,3036.8672,0.08638499,753.60693,0.35399032,-73.71668,-1.0405668,-12.688417,-0.7562703,20.490602,0.58716255,0.027668368,1.9137164,-0.0042006965,-5.659983,0.6516433,0.57644457,31.26361,0.24102014,-5.196909,-3.0580862,19.550337,0.4022521,1.0178341,32.3965,-17.187437,35.157475,0.105418496,0.021274017,0.04037421,2.0618558,1.0869566,0.66999996,0.0,0.11,0.0,-25.851408,C:/proje/ser_proje/dataset\Angry\1358_kz_algi.wav,Angry
26.52512,0.049821623,25.515823,26.08757,27.556946,2.0411224,58.666416,23.478786,10.255065,10.442119,1.1875428,1.2674571,0.0010339657,0.38733032,2.7640202,2.7629862,27.747185,5.4060135,1.7687378,11.629279,0.75711477,1.3228712,9.550646,1.66244,3.7036293,4.868545,10.985989,1.3465663,9.68708,1.7852007,0.026779655,1.1648582,2.3281639,0.69398475,2.4164925,1.9431773,6.901377,0.48710984,-8.761631,-5.1288824,528.8458,0.4722618,1014.99963,0.3389799,-94.40251,-0.90049225,1619.4835,0.15015672,638.1008,0.28990918,-96.009254,-0.86298656,2611.6748,0.117970094,840.5236,0.32354668,-92.3293,-0.9343439,-9.93931,-1.1181636,16.482529,0.7780962,0.0009798656,61.61947,-0.02312201,-0.8578333,1.3371809,0.77967143,18.11073,0.87366533,-0.43500927,-48.380188,18.673708,0.8770527,8.747957,2.091736,-12.771857,22.046478,0.05330233,0.013312719,0.22179213,2.247191,3.5714288,0.16,0.09416298,0.0725,0.02772634,-21.714417,C:/proje/ser_proje/dataset\Angry\1358_kz_beste.wav,Angry
29.231739,0.09314451,26.223663,29.646458,32.075375,5.8517113,44.215767,2.0825825,11.07392,12.915553,0.84981054,1.0473351,0.0010339657,0.33839497,2.0062199,2.0051858,1.4293823,4.8378596,3.9880157,0.0,0.54385066,1.0908107,15.939947,0.7962643,20.73081,0.79137135,10.535627,0.8133273,-9.755473,-1.6754078,0.026373506,1.1445382,1.0374721,1.0220683,6.900036,0.37449574,7.3971953,0.7076434,11.908005,4.1416802,763.6511,0.10443716,1104.7262,0.21440716,-73.0411,-1.1631995,2084.3381,0.12619656,591.5817,0.6600336,-86.899704,-0.86932904,3070.6995,0.07825227,540.5701,0.5327771,-84.272835,-0.92286056,-23.874989,-0.3803656,28.115408,0.44684255,0.01735851,2.981924,-0.045473292,-0.46413404,0.8739415,0.61165833,24.837914,0.2761431,33.027885,0.19749214,16.539436,0.296216,-16.143064,-1.1171854,-17.535902,29.180187,0.118919715,0.019180981,0.110775135,1.3157895,1.4084507,0.48999998,0.0,0.095,0.005,-22.974115,C:/proje/ser_proje/dataset\Angry\1358_kz_bugu.wav,Angry
34.44814,0.36918253,26.06513,28.230581,53.737995,27.672865,48.013973,23.95755,140.5524,0.0,0.85424644,1.0966287,0.0010339657,0.47715798,1.9155759,1.9145418,4.36372,6.3678913,22.395994,0.0,0.43961623,1.1892325,3.3621855,5.170846,1.018112,10.952894,13.532892,1.5297401,-2.5693953,-5.2301254,0.032817356,0.78772163,1.1905977,0.70551205,1.8599946,2.7169156,2.9055047,2.878161,-5.869899,-6.5832653,736.1855,0.53643084,792.39075,0.4918619,-100.77944,-0.8777692,1757.051,0.24256516,734.23285,0.7164201,-88.46766,-0.98631316,2743.749,0.12703915,775.38403,0.4576357,-82.117455,-1.0682286,-1.1063235,-9.668636,9.486527,1.2141442,0.03690997,1.8296627,0.0034353263,2.6362922,0.73227113,0.6776828,5.607474,3.9318192,1.1370676,12.85621,20.540773,1.1075287,-5.0006285,-3.467081,-4.499713,11.177761,0.108775966,0.017857788,0.24089344,1.3333334,1.4285715,0.45,0.0,0.11,0.0,-27.043802,C:/proje/ser_proje/dataset\Angry\1358_kz_cay.wav,Angry
